"Is.Non.Annual.","Days","Tuition","School.Type","Parent.Meeting.Flag","MDR.High.Grade","Income.Level","School.Sponsor","SPR.New.Existing","NumberOfMeetingswithParents","DifferenceTraveltoLastMeeting","SchoolGradeTypeHigh","FPP.to.School.enrollment","FPP.to.PAX","SchoolSizeIndicator","Retained.in.2012.","frp.active","cancellation","cancelled.PAX","fpp","trend"
0,6,2112,"CHD",1,8,"J",1,"EXISTING",1,195,"Middle",0.148571429,0.928571429,"S",1,0.807692307692308,0.142857142857143,0.115384615384615,"safe","0"
0,6,1999,"CHD",1,8,"G",0,"EXISTING",1,201,"Middle",0.087947883,0.870967742,"S",1,0.592592592592593,0.125,0.0740740740740741,"safe","0"
1,6,2299,"PUBLIC",1,12,"K",0,"EXISTING",1,207,"High",0.033149171,0.909090909,"L",1,0.6,0.111111111111111,0.2,"safe","1"
0,6,2198,"Private non-Christian",1,8,"O",0,"EXISTING",1,194,"Middle",0.18,0.9,"S",1,0.611111111111111,0.0909090909090909,0.166666666666667,"critical","0"
0,5,2119,"PUBLIC",1,12,"N",0,"EXISTING",1,186,"High",0.013125,0.875,"L",1,0.595238095238095,0.12,0.0952380952380952,"large","0"
0,5,2174,"PUBLIC",1,12,"N",0,"NEW",2,179,"High",0.008125,0.838709677,"L",1,0.269230769230769,1,0.961538461538462,"safe","0"
0,3,1370,"PUBLIC",1,8,"L",0,"NEW",2,201,"Middle",0.037714286,0.891891892,"L",1,0.696969696969697,0.478260869565217,0.303030303030303,"safe","0"
1,3,1199,"Catholic",1,12,"L",0,"EXISTING",2,188,"High",0.066666667,0.888888889,"S-M",1,0.78125,0.16,0.125,"safe","1"
0,3,1124,"PUBLIC",1,8,"L",0,"NEW",1,210,"Middle",0.036666667,0.88,"M-L",1,0.636363636363636,0,0.0454545454545455,"safe","0"
1,4,1419,"PUBLIC",1,8,"F",0,"NEW",1,342,"Middle",0.008,0.909090909,"L",0,0.7,0.428571428571429,0.4,"small","0"
0,6,2366,"PUBLIC",1,8,"P3",0,"EXISTING",2,170,"Middle",0.068571429,0.941176471,"M-L",1,0.75,0.111111111111111,0.0625,"large","0"
0,4,1350,"PUBLIC",1,8,"M",0,"NEW",1,173,"Middle",0.0475,0.904761905,"S-M",1,0.789473684210526,0.133333333333333,0.157894736842105,"critical","0"
0,4,598,"PUBLIC",1,8,"O",0,"EXISTING",2,210,"Middle",0.165833333,0.884444444,"L",1,0.417085427135678,0.036144578313253,0.0251256281407035,"large","0"
0,4,1449,"PUBLIC",1,12,"C",0,"NEW",1,188,"Middle",0.013333333,0.888888889,"M-L",1,0.75,0.666666666666667,0.5,"small","0"
0,5,1999,"PUBLIC",1,8,"J",0,"NEW",1,189,"Middle",0.012857143,0.9,"M-L",0,0.555555555555556,0,0.333333333333333,"small","0"
0,5,1965,"PUBLIC",1,8,"P",0,"EXISTING",1,168,"Middle",0.030797101,0.894736842,"L",1,0.676470588235294,0.173913043478261,0.117647058823529,"safe","0"
0,4,1558,"PUBLIC",1,12,"O",0,"EXISTING",1,194,"Middle",0.056994819,0.944444444,"",1,0.647058823529412,0.136363636363636,0.0882352941176471,"large","0"
0,5,1999,"PUBLIC",1,6,"Q",0,"NEW",2,216,"Middle",0.018404908,0.923076923,"M-L",0,0.916666666666667,0.363636363636364,0.416666666666667,"critical","0"
0,4,979,"PUBLIC",1,8,"E",0,"NEW",1,168,"Middle",0.085714286,0.947368421,"S",1,0.555555555555556,0.3,0.5,"critical","0"
0,1,172,"Private non-Christian",1,12,"Q",1,"EXISTING",1,183,"Elementary",0.085365854,0.945945946,"S-M",1,0,NA,0,"safe","0"
1,3,1337,"PUBLIC",1,8,"P",1,"EXISTING",1,197,"Middle",0.07,0.907407407,"M-L",0,0.530612244897959,0.115384615384615,0.0816326530612245,"large","0"
1,6,2559,"PUBLIC",1,8,"Q",0,"EXISTING",1,142,"Middle",0.085714286,0.895522388,"M-L",0,0.616666666666667,0.216216216216216,0.183333333333333,"large","0"
1,4,1577,"PUBLIC",1,8,"C",0,"EXISTING",1,209,"Middle",0.105882353,0.923076923,"S-M",0,0.611111111111111,0.409090909090909,0.388888888888889,"large","0"
1,3,1365,"PUBLIC",1,8,"L",0,"EXISTING",1,182,"Middle",0.024502297,0.941176471,"M-L",0,0.625,0.1,0.125,"critical","0"
1,4,737,"PUBLIC",1,12,"P",0,"EXISTING",1,188,"High",0.044300059,0.872093023,"L",1,0.56,0.0476190476190476,0.04,"large","0"
0,5,2224,"PUBLIC",1,12,"H",0,"NEW",1,195,"High",0.003745318,0.857142857,"L",0,0.666666666666667,0.75,0.666666666666667,"small","0"
0,4,479,"PUBLIC",0,5,"D",0,"NEW",0,206,"Elementary",0.269406393,0.951612903,"M-L",0,0.587570621468927,0.144230769230769,0.146892655367232,"large","0"
0,3,1615,"PUBLIC",1,8,"L",0,"NEW",2,205,"Middle",0.015891033,0.875,"L",0,0.714285714285714,0.3,0.357142857142857,"critical","0"
0,3,1075,"PUBLIC",1,12,"J",0,"EXISTING",1,191,"Middle",0.07337884,0.914893617,"M-L",1,0.697674418604651,0.0333333333333333,0.0232558139534884,"large","0"
1,3,1645,"CHD",1,9,"I",0,"EXISTING",2,161,"High",0.057142857,0.857142857,"S",0,1,0,0,"small","0"
0,3,420,"PUBLIC",1,8,"J",0,"NEW",1,189,"Middle",0.052718287,0.914285714,"M-L",0,0.625,0.45,0.3125,"safe","0"
0,3,374,"PUBLIC",1,8,"C",0,"NEW",1,80,"High",0.077777778,0.945945946,"S-M",0,0.142857142857143,0.2,0.0571428571428571,"safe","0"
0,6,2907,"PUBLIC",1,5,"Q",0,"EXISTING",2,159,"Middle",0.062790698,0.9,"S-M",1,0.666666666666667,0.166666666666667,0.185185185185185,"safe","1"
0,3,1158,"PUBLIC",1,9,"H",0,"EXISTING",1,198,"Middle",0.148571429,0.928571429,"L",1,0.544871794871795,0.152941176470588,0.121794871794872,"large","0"
1,4,1812,"CHD",1,12,"H",0,"EXISTING",1,352,"High",0.019230769,0.909090909,"S-M",0,0.8,0.375,0.3,"small","0"
0,4,1508,"CHD",1,12,"G",0,"NEW",2,178,"High",0.087301587,0.916666667,"S",0,0.727272727272727,0,0,"critical","0"
0,4,1396,"CHD",1,5,"J",0,"NEW",1,168,"Middle",0.018518519,0.916666667,"M-L",1,1,0.636363636363636,0.818181818181818,"critical","0"
0,4,537,"PUBLIC",1,8,"L",0,"NEW",1,-188,"Middle",0.038034865,0.96,"M-L",0,0.583333333333333,0.142857142857143,0.0833333333333333,"safe","0"
0,8,2636,"PUBLIC",1,8,"I",0,"EXISTING",1,197,"Middle",0.106451613,0.942857143,"M-L",1,0.515151515151515,0.0882352941176471,0.121212121212121,"large","1"
0,3,399,"PUBLIC",1,8,"F",0,"NEW",1,193,"Middle",0.259090909,0.919354839,"S",0,0.719298245614035,0.121951219512195,0.192982456140351,"large","0"
0,4,1767,"PUBLIC",1,8,"P",0,"EXISTING",1,170,"Middle",0.047826087,0.936170213,"L",1,0.477272727272727,0.0952380952380952,0.0681818181818182,"large","0"
0,4,1999,"PUBLIC",0,8,"Q",0,"EXISTING",0,254,"Middle",0.019375,0.911764706,"L",1,0.580645161290323,0.222222222222222,0.129032258064516,"safe","0"
0,3,499,"PUBLIC",1,8,"F",0,"NEW",2,178,"Undefined",0.03183315,0.935483871,"L",1,0.517241379310345,0.666666666666667,0.724137931034483,"safe","0"
0,7,2949,"Private non-Christian",1,8,"P",0,"EXISTING",2,38,"Middle",0.071174377,0.909090909,"S-M",1,0.775,0.032258064516129,0,"large","0"
0,4,1888,"PUBLIC",1,8,"K",0,"EXISTING",1,184,"Middle",0.05,0.952380952,"S-M",1,0.55,0.0909090909090909,0.05,"critical","1"
0,4,1999,"PUBLIC",1,5,"O",0,"EXISTING",1,190,"Elementary",0.007092199,0.875,"L",0,0.857142857142857,0.5,0.571428571428571,"small","0"
0,5,2140,"PUBLIC",1,8,"Q",0,"EXISTING",1,184,"Middle",0.056623932,0.913793103,"L",1,0.792452830188679,0.119047619047619,0.0943396226415094,"large","0"
0,5,449,"PUBLIC",1,5,"O",0,"NEW",1,218,"Elementary",0.057835821,0.898550725,"L",1,0.516129032258065,0.1875,0.0967741935483871,"large","0"
0,5,1836,"PUBLIC",1,8,"O",0,"EXISTING",1,211,"Middle",0.0675,0.9,"M-L",1,0.407407407407407,0.181818181818182,0.0555555555555556,"large","0"
0,5,1929,"PUBLIC",1,8,"O",0,"EXISTING",1,211,"Middle",0.032876712,0.888888889,"M-L",1,0.5,0.166666666666667,0.0416666666666667,"safe","0"
0,5,2139,"PUBLIC",1,8,"Q",0,"EXISTING",1,199,"Middle",0.048,0.923076923,"L",1,0.716666666666667,0.186046511627907,0.166666666666667,"large","0"
0,5,1599,"PUBLIC",1,8,"M",0,"NEW",1,318,"Middle",0.043956044,0.888888889,"M-L",1,0.71875,0.304347826086957,0.34375,"safe","0"
0,5,2296,"PUBLIC",0,7,"O",0,"EXISTING",0,207,"Middle",0.032307692,0.954545455,"M-L",0,0.380952380952381,0.125,0.0952380952380952,"safe","0"
0,5,1914,"PUBLIC",1,8,"H",0,"EXISTING",2,185,"Middle",0.032547699,0.935483871,"L",1,0.724137931034483,0.428571428571429,0.448275862068966,"safe","0"
0,5,1399,"CHD",1,12,"L",0,"EXISTING",1,314,"Middle",0.063218391,0.942857143,"S-M",1,0.757575757575758,0,0,"safe","0"
0,6,2349,"PUBLIC",1,8,"P",0,"EXISTING",1,205,"Middle",0.048515568,0.905405405,"L",1,0.477611940298507,0.21875,0.134328358208955,"large","0"
0,6,2498,"PUBLIC",1,9,"J",0,"EXISTING",1,189,"Middle",0.042553191,0.962962963,"M-L",1,0.5,0.230769230769231,0.230769230769231,"safe","0"
0,6,2010,"PUBLIC",1,12,"P",0,"EXISTING",1,191,"High",0.044603033,0.943396226,"L",1,0.64,0.25,0.2,"large","0"
0,6,2520,"PUBLIC",1,8,"Q",0,"EXISTING",1,190,"Middle",0.010628019,0.916666667,"L",1,0.727272727272727,0.375,0.272727272727273,"critical","0"
0,7,2587,"PUBLIC",1,8,"L",0,"EXISTING",1,183,"Middle",0.029689609,0.916666667,"M-L",0,0.363636363636364,0.375,0.136363636363636,"safe","0"
0,2,599,"CHD",1,8,"P",1,"EXISTING",1,205,"Elementary",0.028,0.875,"S",1,0.285714285714286,1.5,0.571428571428571,"small","0"
0,2,598,"PUBLIC",0,5,"N",0,"EXISTING",0,271,"Elementary",0.013333333,0.875,"S-M",1,0,Inf,0.142857142857143,"small","0"
0,2,583,"PUBLIC",1,5,"Q",0,"NEW",1,199,"Elementary",0.029360967,0.944444444,"M-L",0,0.588235294117647,0,0.117647058823529,"critical","0"
0,5,1998,"PUBLIC",1,8,"O",0,"EXISTING",1,185,"Middle",0.045,0.957446809,"L",1,0.644444444444444,0.0344827586206897,0.0666666666666667,"large","0"
1,5,1995,"PUBLIC",1,8,"O",0,"NEW",1,185,"Middle",0.030666667,0.958333333,"M-L",0,0.695652173913043,0.125,0.217391304347826,"safe","0"
0,4,1190,"PUBLIC",0,12,"M",0,"NEW",0,259,"Undefined",0.063186813,0.884615385,"S-M",0,0.826086956521739,0.157894736842105,0.0869565217391304,"safe","0"
0,5,1929,"PUBLIC",1,9,"L",0,"NEW",1,201,"Middle",0.025885559,0.904761905,"M-L",1,0.684210526315789,0.153846153846154,0.315789473684211,"critical","0"
0,5,2342,"PUBLIC",1,8,"Q",0,"NEW",2,292,"High",0.012282497,0.923076923,"L",0,0.666666666666667,0.375,0.666666666666667,"critical","0"
0,5,2022,"PUBLIC",1,8,"P",0,"NEW",1,186,"Middle",0.038,0.95,"S-M",0,0.578947368421053,0.0909090909090909,0.0526315789473684,"critical","0"
0,5,1990,"PUBLIC",1,8,"P",0,"EXISTING",2,185,"Middle",0.02853067,0.869565217,"M-L",0,0.45,0,0.1,"critical","1"
0,5,2406,"PUBLIC",1,8,"G",0,"EXISTING",1,166,"Middle",0.013179572,0.727272727,"M-L",0,0.75,0.166666666666667,0.25,"small","0"
0,5,2080,"PUBLIC",1,8,"G",0,"EXISTING",1,184,"Middle",0.035555556,0.914285714,"L",1,0.6875,0.318181818181818,0.21875,"safe","0"
1,5,2066,"PUBLIC",1,8,"N",0,"EXISTING",2,185,"Middle",0.025806452,0.923076923,"S-M",1,0.583333333333333,0.285714285714286,0.25,"critical","0"
1,5,2225,"PUBLIC",1,8,"E",0,"EXISTING",2,193,"Middle",0.008333333,0.833333333,"M-L",0,0.4,1,1,"small","0"
0,5,2080,"PUBLIC",1,9,"L",0,"EXISTING",2,171,"Middle",0.008264463,0.875,"L",0,0.571428571428571,0,0.285714285714286,"small","0"
1,5,2178,"PUBLIC",0,8,"J",0,"NEW",0,255,"Middle",0.021052632,0.8,"S",1,0.5,0,0.25,"small","0"
0,3,935,"PUBLIC",1,8,"M",0,"EXISTING",1,-204,"Middle",0.094017094,0.916666667,"S-M",1,0.121212121212121,0,0.0606060606060606,"safe","0"
0,5,2059,"PUBLIC",1,8,"K",0,"EXISTING",1,191,"Middle",0.04,0.857142857,"S",0,0.666666666666667,0.125,0,"critical","0"
0,5,1999,"PUBLIC",1,8,"O",0,"NEW",1,184,"Middle",0.027820711,0.9,"M-L",1,0.611111111111111,0.636363636363636,0.444444444444444,"critical","0"
0,6,2060,"PUBLIC",1,8,"Q",0,"EXISTING",1,198,"Middle",0.061261261,0.883116883,"L",1,0.808823529411765,0.109090909090909,0.117647058823529,"large","0"
0,6,2049,"PUBLIC",1,8,"Q",0,"EXISTING",1,156,"Middle",0.057142857,0.936170213,"M-L",0,0.590909090909091,0.0384615384615385,0.0227272727272727,"large","1"
0,5,889,"PUBLIC",1,8,"D",0,"EXISTING",2,219,"Middle",0.110344828,0.914285714,"S",1,0.59375,0.421052631578947,0.28125,"safe","0"
0,6,2371,"PUBLIC",1,8,"N",0,"EXISTING",1,200,"Middle",0.048,0.96,"S-M",1,0.583333333333333,1,0.583333333333333,"safe","0"
0,6,2204,"PUBLIC",1,8,"M",0,"EXISTING",1,185,"Middle",0.084459459,0.925925926,"S",1,0.44,0,0,"safe","0"
1,5,2035,"Catholic",0,8,"E",0,"NEW",0,252,"Middle",0.026365348,0.933333333,"S-M",0,0.714285714285714,0.3,0.214285714285714,"critical","0"
0,6,1999,"PUBLIC",1,8,"Q",0,"NEW",1,198,"Middle",0.065,0.886363636,"L",1,0.615384615384615,0.0416666666666667,0.0128205128205128,"large","0"
0,8,2855,"PUBLIC",1,8,"Q",0,"EXISTING",1,194,"Middle",0.032820513,0.888888889,"L",1,0.8125,0.269230769230769,0.21875,"safe","0"
0,5,2077,"PUBLIC",1,8,"Q",0,"EXISTING",2,145,"Middle",0.003062787,0.8,"L",1,0.5,1.5,0.75,"small","0"
0,8,2449,"CHD",1,12,"K",1,"EXISTING",1,185,"Middle",0.048092869,0.935483871,"M-L",1,0.586206896551724,0.352941176470588,0.275862068965517,"safe","0"
0,4,1429,"PUBLIC",0,8,"Q",0,"EXISTING",0,248,"Middle",0.03200883,0.935483871,"L",1,0.827586206896552,0.125,0.0689655172413793,"safe","0"
1,4,1439,"PUBLIC",1,8,"G",0,"EXISTING",1,194,"Middle",0.049808429,0.896551724,"S-M",0,0.730769230769231,0.263157894736842,0.153846153846154,"safe","1"
0,4,1425,"Private non-Christian",1,8,"L",0,"NEW",1,187,"Middle",0.109677419,0.85,"S",0,0,NA,0,"critical","0"
0,4,1299,"PUBLIC",0,8,"",0,"NEW",0,238,"Undefined",0.159615385,1,"",0,0,NA,0.0833333333333333,"large","0"
0,5,2004,"PUBLIC",1,8,"Q",0,"EXISTING",1,185,"Middle",0.015856237,0.9375,"L",0,0.466666666666667,0.142857142857143,0.133333333333333,"critical","0"
1,4,820,"PUBLIC",1,8,"K",0,"EXISTING",1,193,"Middle",0.019883041,0.85,"L",0,0.647058823529412,0.363636363636364,0.411764705882353,"critical","0"
0,5,2080,"PUBLIC",1,8,"O",0,"EXISTING",1,192,"Middle",0.012676056,0.818181818,"M-L",0,0.666666666666667,0.5,0.666666666666667,"small","0"
0,5,2049,"PUBLIC",1,8,"M",0,"EXISTING",1,206,"Middle",0.028915663,0.923076923,"S-M",1,0.333333333333333,0.25,0.0833333333333333,"critical","0"
0,5,2094,"PUBLIC",1,8,"O",0,"EXISTING",2,137,"Middle",0.03611457,0.878787879,"M-L",1,0.344827586206897,0.1,0.0344827586206897,"safe","1"
0,6,865,"PUBLIC",1,8,"C",0,"EXISTING",1,145,"Middle",0.1125,0.91011236,"M-L",0,0.493827160493827,0.2,0.111111111111111,"large","0"
0,5,2077,"PUBLIC",1,8,"Q",0,"EXISTING",1,145,"Middle",0.010912698,0.916666667,"L",0,0.727272727272727,0.75,0.363636363636364,"critical","0"
0,5,1879,"PUBLIC",1,8,"M",0,"EXISTING",2,200,"Middle",0.059724349,0.917647059,"L",0,0.564102564102564,0.136363636363636,0.102564102564103,"large","0"
0,5,1999,"PUBLIC",1,8,"I",0,"EXISTING",2,201,"Middle",0.016326531,0.842105263,"L",0,0.3125,0.8,0.25,"critical","0"
0,5,1938,"PUBLIC",1,8,"K",0,"EXISTING",2,187,"Middle",0.027777778,0.909090909,"M-L",0,0.55,0.272727272727273,0.2,"critical","0"
0,5,803,"PUBLIC",1,8,"K",0,"EXISTING",1,186,"Middle",0.043785311,0.939393939,"M-L",0,0.516129032258065,0.6875,0.580645161290323,"safe","0"
1,5,1899,"PUBLIC",1,8,"Z",0,"NEW",2,180,"Middle",0.035714286,0.916666667,"S",0,0.545454545454545,0.5,0.909090909090909,"critical","1"
0,5,1899,"PUBLIC",1,8,"N",0,"NEW",1,159,"Undefined",0.029850746,0.923076923,"M-L",1,0.5,0.5,0.416666666666667,"safe","0"
0,5,2170,"PUBLIC",1,8,"M",0,"EXISTING",1,202,"Middle",0.01047619,0.846153846,"L",1,0.636363636363636,0.142857142857143,0.181818181818182,"critical","0"
0,6,2149,"PUBLIC",1,8,"O",0,"EXISTING",1,194,"Middle",0.044072948,0.935483871,"M-L",1,0.448275862068966,0.230769230769231,0.275862068965517,"safe","0"
0,6,2150,"PUBLIC",1,8,"N",0,"EXISTING",1,187,"High",0.028571429,0.823529412,"S-M",0,0.5,0.428571428571429,0.357142857142857,"critical","0"
0,6,1799,"PUBLIC",1,8,"Q",0,"EXISTING",1,214,"Middle",0.033,0.846153846,"L",1,0.575757575757576,0.157894736842105,0.121212121212121,"safe","1"
0,3,874,"Private non-Christian",0,8,"O",1,"EXISTING",0,266,"Elementary",0.024539877,0.941176471,"M-L",1,0.5625,0,0,"critical","0"
1,6,2152,"PUBLIC",1,9,"O",0,"EXISTING",2,180,"Middle",0.051666667,0.925373134,"L",0,0.370967741935484,0.173913043478261,0.112903225806452,"large","0"
0,4,1699,"PUBLIC",1,8,"B",0,"NEW",1,215,"Middle",0.013371538,0.875,"L",1,0.714285714285714,0.2,0.285714285714286,"critical","0"
0,5,1822,"CHD",1,8,"P",0,"EXISTING",1,202,"Middle",0.092,0.92,"S",1,0.260869565217391,0,0.0434782608695652,"safe","0"
0,6,2150,"PUBLIC",1,8,"K",0,"EXISTING",1,187,"Middle",0.045454545,0.892857143,"S-M",0,0.56,0.0714285714285714,0.04,"safe","0"
0,5,2247,"PUBLIC",1,8,"Q",0,"EXISTING",2,186,"Middle",0.007692308,0.909090909,"L",1,0.8,0.25,0.3,"small","0"
0,5,2424,"PUBLIC",1,8,"J",0,"EXISTING",1,194,"Middle",0.036478985,0.92,"L",1,0.565217391304348,0.346153846153846,0.239130434782609,"large","1"
0,6,2368,"PUBLIC",1,8,"O",0,"EXISTING",1,214,"Middle",0.045814978,0.912280702,"L",1,0.634615384615385,0.151515151515152,0.0961538461538462,"large","0"
0,6,2194,"PUBLIC",0,8,"P",0,"NEW",0,266,"Middle",0.019021739,0.875,"M-L",1,0.285714285714286,0.5,0.142857142857143,"critical","0"
0,6,1799,"PUBLIC",0,8,"Q",0,"EXISTING",0,214,"Middle",0.047,0.854545455,"L",1,0.893617021276596,0.0952380952380952,0.106382978723404,"large","1"
0,4,2043,"Catholic",1,8,"P",0,"EXISTING",1,214,"Middle",0.071111111,0.888888889,"S",1,0.5,0,0,"critical","1"
0,4,1138,"PUBLIC",1,6,"M",0,"EXISTING",1,148,"Middle",0.458333333,0.894308943,"S",1,0.636363636363636,0.1,0.0909090909090909,"large","0"
0,4,1507,"Catholic",1,8,"Q",0,"EXISTING",1,203,"Middle",0.115555556,0.95412844,"L",1,0.557692307692308,0.0344827586206897,0.0192307692307692,"large","0"
0,5,2054,"PUBLIC",1,9,"O",0,"NEW",1,195,"High",0.015406162,0.916666667,"M-L",0,0.636363636363636,0.285714285714286,0.181818181818182,"critical","0"
0,5,1982,"PUBLIC",1,7,"L",0,"EXISTING",2,200,"Middle",0.022641509,0.923076923,"S-M",1,0.416666666666667,0.4,0.25,"critical","0"
0,5,1819,"CHD",1,12,"P",0,"EXISTING",2,208,"High",0.08,0.875,"S-M",1,0.892857142857143,0.32,0.285714285714286,"safe","0"
0,5,2022,"PUBLIC",1,8,"M",0,"NEW",2,167,"Middle",0.017107309,0.916666667,"M-L",0,0.727272727272727,0.375,0.272727272727273,"critical","0"
0,5,2081,"PUBLIC",0,8,"P",0,"NEW",0,222,"Middle",0.008505468,0.875,"L",0,0.571428571428571,0.25,0.142857142857143,"small","0"
0,5,1950,"PUBLIC",1,7,"P",0,"EXISTING",2,195,"Middle",0.029310345,0.894736842,"M-L",1,0.470588235294118,0,0.0588235294117647,"critical","0"
0,5,2025,"PUBLIC",1,5,"Q",0,"EXISTING",1,194,"Middle",0.025817556,0.882352941,"M-L",1,0.6,0.555555555555556,0.533333333333333,"critical","0"
1,5,2028,"PUBLIC",1,8,"",0,"NEW",2,188,"Middle",0.027210884,0.941176471,"",0,0.5625,0.111111111111111,0.125,"critical","0"
1,5,1842,"Private non-Christian",0,8,"P",0,"EXISTING",0,530,"Middle",0.084848485,0.875,"S",1,0.5,0.714285714285714,0.285714285714286,"critical","0"
0,4,1310,"Private non-Christian",0,12,"L",0,"EXISTING",0,235,"Middle",0.088235294,0.914634146,"L",1,0.573333333333333,0,0,"large","0"
1,5,2638,"Private non-Christian",1,8,"O",1,"EXISTING",2,202,"Middle",0.01635514,0.875,"S-M",1,0.571428571428571,0,0,"small","0"
0,5,736,"Catholic",1,8,"F",0,"EXISTING",1,203,"Middle",0.126,0.940298507,"S-M",1,0.46031746031746,0.206896551724138,0.0634920634920635,"large","0"
0,5,1992,"PUBLIC",1,7,"M",0,"EXISTING",1,193,"Middle",0.023178808,0.933333333,"M-L",1,0.571428571428571,0.25,0.214285714285714,"critical","0"
0,5,1773,"PUBLIC",1,8,"L",0,"EXISTING",1,201,"Middle",0.03500761,0.884615385,"M-L",0,0.608695652173913,0.5,0.304347826086957,"safe","0"
1,5,1649,"Catholic",1,8,"O",0,"EXISTING",1,217,"Middle",0.218947368,0.920353982,"S-M",0,0,NA,0.00961538461538462,"large","0"
0,5,2449,"PUBLIC",1,8,"M",0,"EXISTING",2,153,"Middle",0.042692939,0.896551724,"M-L",1,0.807692307692308,0.142857142857143,0.230769230769231,"safe","0"
0,5,1979,"PUBLIC",1,8,"O",0,"NEW",2,173,"Middle",0.021246459,0.9375,"M-L",1,0.333333333333333,1.4,0.533333333333333,"critical","0"
0,5,1976,"CHD",1,8,"",0,"EXISTING",2,192,"Middle",0.022857143,0.923076923,"",1,0.583333333333333,0,0,"critical","0"
1,5,1859,"Private non-Christian",1,8,"D",0,"EXISTING",1,194,"Middle",0.092,0.92,"S-M",1,0.760869565217391,0.257142857142857,0.195652173913043,"large","0"
1,5,2319,"CHD",1,12,"P",0,"NEW",1,174,"High",0.011255411,0.928571429,"L",0,0.692307692307692,0.333333333333333,0.307692307692308,"critical","1"
0,4,1550,"PUBLIC",1,8,"E",0,"EXISTING",1,162,"Middle",0.055681818,0.960784314,"L",1,0.897959183673469,0.136363636363636,0.142857142857143,"large","0"
1,5,1959,"PUBLIC",1,5,"Q",0,"EXISTING",1,187,"Elementary",0.02,0.933333333,"M-L",0,0.714285714285714,0,0,"critical","0"
0,4,800,"PUBLIC",1,8,"N",0,"NEW",1,195,"Middle",0.056,0.933333333,"M-L",1,0.261904761904762,0.0909090909090909,0.0238095238095238,"large","0"
0,5,1970,"PUBLIC",1,8,"O",0,"EXISTING",1,209,"Middle",0.049304678,0.911111111,"",1,0.658536585365854,0.0740740740740741,0.0731707317073171,"large","0"
0,5,2025,"PUBLIC",1,5,"Q",0,"NEW",2,181,"Middle",0.006122449,0.857142857,"L",0,0.166666666666667,0,0.166666666666667,"small","0"
1,5,2025,"PUBLIC",1,7,"P",0,"NEW",1,195,"Undefined",0.010434783,0.857142857,"S-M",0,0.5,0,0,"small","0"
0,5,2057,"PUBLIC",0,8,"Q",0,"EXISTING",0,265,"Middle",0.113432836,0.926829268,"M-L",1,0.710526315789474,0.333333333333333,0.197368421052632,"large","0"
1,5,1798,"PUBLIC",0,8,"",0,"EXISTING",0,272,"Middle",0.028117359,0.869565217,"",1,0,NA,0,"critical","0"
0,5,1999,"CHD",1,12,"M",1,"EXISTING",1,188,"High",0.055062167,0.911764706,"S-M",1,0.67741935483871,0.0952380952380952,0.0645161290322581,"safe","1"
0,6,2224,"PUBLIC",1,8,"Q",0,"EXISTING",1,195,"Middle",0.034871795,0.894736842,"L",1,0.558823529411765,0.0526315789473684,0.0294117647058824,"safe","0"
0,6,859,"PUBLIC",0,12,"O",0,"NEW",0,217,"High",0.060714286,0.829268293,"S-M",0,0.470588235294118,0.125,0.0882352941176471,"safe","0"
0,4,1149,"Catholic",1,8,"Q",0,"NEW",2,154,"Middle",0.035384615,0.851851852,"M-L",1,0.869565217391304,0.1,0.130434782608696,"safe","0"
0,6,2364,"PUBLIC",1,8,"O",0,"EXISTING",2,201,"Middle",0.039893617,0.882352941,"M-L",1,0.433333333333333,0.461538461538462,0.4,"safe","0"
1,6,2140,"CHD",1,9,"Q",0,"EXISTING",2,211,"Middle",0.015600624,0.909090909,"M-L",0,0.7,0.285714285714286,0.2,"small","0"
0,3,599,"PUBLIC",1,12,"Q",0,"EXISTING",2,166,"Middle",0.140789474,0.914529915,"M-L",1,0.514018691588785,0.0363636363636364,0.0654205607476635,"large","1"
0,4,1606,"PUBLIC",1,8,"P",0,"EXISTING",1,196,"Middle",0.019101124,0.894736842,"L",1,0.588235294117647,0.1,0.0588235294117647,"critical","0"
0,4,776,"PUBLIC",1,8,"Q",1,"EXISTING",1,201,"Middle",0.244039271,0.90625,"M-L",1,0.666666666666667,0.0431034482758621,0.0919540229885057,"large","1"
0,5,1799,"PUBLIC",1,8,"L",0,"NEW",1,182,"Middle",0.018396846,0.933333333,"M-L",1,0.928571428571429,0.153846153846154,0.214285714285714,"critical","0"
0,5,2004,"PUBLIC",1,8,"Q",0,"NEW",1,316,"Undefined",0.014084507,0.928571429,"L",0,0.538461538461538,0.428571428571429,0.307692307692308,"critical","1"
0,5,2106,"PUBLIC",1,9,"L",0,"EXISTING",1,189,"High",0.009803922,0.888888889,"L",0,0.75,0,0,"small","0"
0,5,2074,"PUBLIC",1,8,"K",0,"NEW",1,174,"Middle",0.004743083,0.857142857,"L",0,0.5,0.333333333333333,0.5,"small","0"
0,5,2005,"PUBLIC",0,8,"P",0,"EXISTING",0,235,"Middle",0.076672104,0.94,"M-L",1,0.659574468085106,0.032258064516129,0.0212765957446809,"large","0"
0,3,1188,"PUBLIC",1,7,"O",0,"NEW",1,135,"Undefined",0.02300885,0.928571429,"S-M",1,0.846153846153846,0.545454545454545,0.461538461538462,"critical","0"
0,6,1898,"PUBLIC",1,8,"G",0,"EXISTING",1,189,"Middle",0.019650655,0.9,"L",1,0.166666666666667,0,0.111111111111111,"critical","0"
